Intergranular_Porosity,GTI_Coating,GTG_Coating,Authigenic_TiOx,Quartz_Grains,Intragranular_KFeldspar,Pore_Filling_Illite,Pore_Lining_Illite,Calcite_Cement,Undiff_MRF,Grain_Size
2.1854305348131313,77.56677022116469,2.51433485493874,3.633063543866615,59.26094938462863,0.8833466762087571,0.2584086058430385,2.5156812929004384,0.3093716065077978,7.771469159274368,1.0774263996276432
4.7782143788446225,62.010625868889164,50.91283290110243,0.9582475626678897,42.52419894985147,1.1552931858057758,2.65677315784074,4.282449205941611,2.7076587200387,5.58404249735805,0.8505349128817685
3.793972738151323,75.15991532513513,25.148478486106136,0.5795794883648924,44.84886142283841,2.553410014550571,2.7031756080505325,3.293468158094725,1.5157571173435715,4.242220092469763,0.5333386628008588
3.1939631788866647,71.5861880342119,40.685655293176225,1.957811041110252,66.95662565581237,0.950766015468833,3.187149507491033,0.8146721354071484,2.4793723983232248,9.06354385094736,1.2393130275897282
1.2020838819909643,47.83199830488681,72.60531791408744,3.942601816442403,58.1928717897877,0.5084782400582775,3.6304566686133075,0.3528437370021492,0.9601488030918353,1.1119748230615134,1.0586236415754309
1.201975341512912,73.74993880184934,19.943378331909997,0.9682210860460017,40.27591154849889,1.6704037873750504,4.879260397312673,3.212096391031578,2.6865696854886014,4.926251042908591,0.3276637150828478
0.7613762547568976,7.07940016415356,32.830633842850375,2.688542189623514,43.044146285980965,2.808464322482343,2.5815017415059764,0.13255655270810907,1.1676050362024895,0.11353644767419069,1.3752980582913794
4.3977926559872085,15.678628993531616,60.444091083443894,3.0464784613148703,59.905053073241675,2.088089390024919,1.6147823647062298,2.9288779063673163,0.03251295444089508,4.6866064199412625,1.2515521400924365
3.20501755284444,3.6181831128430453,18.303853239329797,0.9505501759695987,40.151847515386564,1.710183510268095,3.9759309738435182,4.701151207124788,2.7161459292577907,0.5630327568183735,1.4297198786086938
3.6863266000822046,26.02642646106115,6.158392786303439,2.9128653944474383,44.82424154252496,0.2915294813123056,1.354161256310371,2.877370889379395,0.2738600303584007,1.1881791626807192,1.116007311743704
0.592630224331111,31.094183175158562,23.180116233101444,1.471132530877013,56.462013680997586,1.8450216800975092,2.1948571035281805,1.9408496310326095,0.9579409127712446,1.1752624677710488,0.9587812743101057
4.864594334728975,21.70792254191167,12.897702980320354,2.529223322374318,60.7568559307808,2.97016155031279,0.3922819067113298,3.216441092211766,2.8501859011524147,6.492103021160636,0.6855402508068663
4.2459918836018975,66.29900073215435,74.37581218740584,2.534118843043579,59.55883778507801,0.4202520457095721,0.12675371707728755,2.2912644524575834,2.8518214408126683,7.460448792654233,1.4058198766956185
1.4555259980522428,28.540266135487144,64.64963036515336,2.143098736299034,46.7280792838168,1.55498895709121,4.813242073389626,2.728083946579675,1.7203136643698582,5.833687650971596,1.3124894453005718
1.318212352431953,22.47476077499046,50.67230052083388,0.3611590802176332,61.36537664042608,2.632119215783866,4.1799006025610295,4.707324043882625,1.8955116365093978,9.621725484745419,0.16330613814866518
1.325320294340452,43.41568665265988,69.71684721501742,3.341209982356952,47.117472624904,2.2223058532626134,3.47987103046849,1.9305131890038711,1.3453365659349594,3.748705795237041,0.13691376429615282
1.8690900933179198,11.273937997981012,64.29376615192916,1.2831202598869433,49.761990944778034,2.0910472229858037,2.044764722071349,4.805952819119571,0.8796323150941936,2.8571208628186073,0.6270487136292694
2.86140394234507,64.17575846032318,14.925604710882867,0.7460740415994169,62.394742153540726,2.1074522519613277,0.8664716003542289,4.526753209780319,0.9859936361097479,8.685991281894603,1.234774663094566
2.4437525838895207,5.964051494381666,71.40471987919823,0.16310056621905566,59.48898697141644,1.0784734536592655,0.7821852133554302,0.9789556739464822,2.017555368231115,2.235958385194526,1.4821865810409223
1.8105311308911887,78.95095492804138,43.147379353252056,2.3635717727529673,65.47670231482533,0.8807755327934801,1.2512144908229765,0.3468065043758273,2.25712358831304,9.632225394406113,0.31058364754493945
3.2533380262507077,61.77958154373259,64.595212413125,2.7102574473691297,59.7283867690103,2.428083466435541,2.7461333235306022,0.5038900068871333,2.374737131177546,0.12154474689816341,0.9317830014929891
